#,id,users_id,workout_datetime,L_max_speed,R_max_speed,L_max_force,R_max_force,L_avr_speed,R_avr_speed,L_avr_force,R_avr_force,weight_value,speed_value,set_seq,reps,workouttime,breaktime,workouttype_code
1,758,100000344,1593744610,1003.00,1003.00,0.00,0.00,562.95,562.72,10.13,9.98,10.00,0.00,1,20,58,19,2
2,759,100000344,1593744683,0.00,0.00,14.55,15.29,0.00,0.00,10.56,10.89,20.00,40.00,1,15,66,28,2
3,760,100000344,1593744814,0.00,0.00,17.32,16.97,0.00,0.00,12.23,12.39,20.00,40.00,2,12,196,99,2
4,761,100000344,1593744895,0.00,0.00,15.81,15.25,0.00,0.00,11.51,11.66,20.00,40.00,3,12,278,54,2
5,817,100000344,1594096277,1003.00,1004.00,0.00,0.00,721.32,721.15,7.63,7.67,14.00,0.00,1,20,67,33,2
6,818,100000344,1594096364,1003.00,1003.00,0.00,0.00,721.61,721.41,8.74,9.03,14.00,0.00,2,15,154,61,2
7,819,100000344,1594096450,1002.00,1003.00,0.00,0.00,693.73,693.56,9.92,9.86,18.00,0.00,3,15,240,61,2
8,820,100000344,1594096565,0.00,0.00,11.99,12.30,0.00,0.00,8.19,8.72,13.00,40.00,1,15,63,16,2
9,821,100000344,1594096666,0.00,0.00,12.81,13.21,0.00,0.00,8.90,9.09,13.00,30.00,2,15,164,60,2
10,822,100000344,1594096765,0.00,0.00,13.00,13.89,0.00,0.00,9.61,10.12,14.00,20.00,3,14,263,56,2
11,823,100000344,1594096823,1003.00,1002.00,0.00,0.00,680.96,680.52,5.36,5.21,10.00,0.00,1,20,43,14,6
12,824,100000344,1594096907,742.00,743.00,0.00,0.00,380.37,380.29,7.29,7.86,10.00,0.00,2,12,126,56,6
13,825,100000344,1594097008,0.00,0.00,8.17,8.56,0.00,0.00,5.50,5.94,10.00,40.00,1,15,48,15,6
14,826,100000344,1594097093,0.00,0.00,7.17,8.51,0.00,0.00,5.44,6.40,10.00,40.00,2,12,133,58,6
15,827,100000344,1594097180,0.00,0.00,7.53,9.01,0.00,0.00,5.35,6.26,10.00,30.00,3,12,220,59,6
16,1273,100000344,1595238105,1003.00,1002.00,0.00,0.00,432.50,432.42,9.15,9.22,10.00,0.00,1,25,73,19,2
17,1274,100000344,1595238191,1003.00,1003.00,0.00,0.00,545.10,544.92,9.04,8.54,10.00,0.00,3,19,159,22,2
18,1398,100000344,1596082400,0.00,0.00,12.61,12.69,0.00,0.00,8.51,8.63,10.00,30.00,1,15,52,19,2
19,1399,100000344,1596082482,0.00,0.00,12.39,12.42,0.00,0.00,7.82,8.21,10.00,30.00,2,16,134,43,2
20,1400,100000344,1596082587,0.00,0.00,9.14,9.22,0.00,0.00,6.43,6.89,10.00,40.00,1,20,96,55,6
21,1401,100000344,1596082658,0.00,0.00,10.85,11.67,0.00,0.00,6.46,7.25,10.00,30.00,2,15,167,39,6
22,1402,100000344,1596082779,0.00,0.00,10.24,9.69,0.00,0.00,4.82,4.27,10.00,30.00,1,16,113,60,5
23,1403,100000344,1596082871,0.00,0.00,11.78,10.25,0.00,0.00,6.01,5.10,10.00,20.00,2,16,205,40,5
24,1467,100000344,1596178165,0.00,0.00,13.22,12.62,0.00,0.00,7.27,6.89,10.00,60.00,1,12,116,87,2
25,1468,100000344,1596178232,0.00,0.00,9.88,10.47,0.00,0.00,6.81,6.85,10.00,50.00,2,12,183,40,2
26,1469,100000344,1596178307,0.00,0.00,10.27,11.16,0.00,0.00,7.00,7.44,10.00,30.00,3,12,257,44,2
27,1470,100000344,1596178381,0.00,0.00,11.47,11.41,0.00,0.00,7.45,7.44,10.00,30.00,4,12,331,42,2
28,1471,100000344,1596178470,0.00,0.00,8.38,8.61,0.00,0.00,6.67,6.06,10.00,60.00,1,12,37,15,6
29,1472,100000344,1596178559,0.00,0.00,8.55,8.48,0.00,0.00,6.67,6.31,10.00,40.00,2,12,125,65,6
30,1533,100000344,1596582867,0.00,0.00,7.74,7.90,0.00,0.00,5.55,5.47,10.00,60.00,1,30,77,31,6
31,1534,100000344,1596582986,0.00,0.00,7.70,8.85,0.00,0.00,5.46,6.23,10.00,50.00,2,25,196,78,6
32,1535,100000344,1596583092,0.00,0.00,8.80,9.60,0.00,0.00,5.89,6.51,10.00,40.00,3,20,303,76,6
33,1536,100000344,1596583196,0.00,0.00,8.65,9.85,0.00,0.00,6.19,6.20,10.00,20.00,4,15,406,75,6
34,1537,100000344,1596583264,0.00,0.00,8.71,10.12,0.00,0.00,6.07,6.52,10.00,20.00,5,10,475,40,6
35,1538,100000344,1596583369,0.00,0.00,12.05,11.88,0.00,0.00,8.14,8.00,15.00,50.00,1,26,98,49,2
36,1539,100000344,1596583457,0.00,0.00,14.19,14.58,0.00,0.00,10.10,10.21,20.00,40.00,2,15,186,52,2
37,1540,100000344,1596583537,0.00,0.00,13.11,12.60,0.00,0.00,9.10,8.97,15.00,30.00,3,15,266,44,2
38,1785,100000344,1598065251,1002.00,1003.00,0.00,0.00,667.88,667.73,5.23,5.05,10.00,0.00,1,20,95,62,2
39,1786,100000344,1598065301,1001.00,1001.00,0.00,0.00,646.12,646.07,7.57,7.31,15.00,0.00,2,20,145,19,2
40,1787,100000344,1598065398,1001.00,1002.00,11.69,12.44,519.64,519.44,10.14,9.78,20.00,0.00,3,20,242,62,2
41,1788,100000344,1598065459,790.00,790.00,0.00,0.00,329.41,329.17,12.08,12.72,25.00,0.00,4,6,304,45,2
42,1913,100000344,1598496325,0.00,0.00,25.54,26.32,0.00,0.00,12.18,11.61,10.00,50.00,1,20,89,40,1
43,2021,100000344,1598946696,0.00,0.00,27.70,27.74,0.00,0.00,11.22,10.83,15.00,60.00,1,25,151,84,1
44,2022,100000344,1598946899,0.00,0.00,27.42,27.82,0.00,0.00,14.96,14.83,15.00,50.00,2,25,355,141,1
45,2303,100000344,1599784048,0.00,0.00,17.72,19.22,0.00,0.00,10.70,11.24,25.00,70.00,1,20,140,93,1
46,2304,100000344,1599784123,0.00,0.00,20.51,20.66,0.00,0.00,13.50,13.28,30.00,60.00,2,15,215,39,1
47,2305,100000344,1599784220,0.00,0.00,25.83,28.89,0.00,0.00,16.99,19.07,35.00,45.00,3,12,312,65,1
48,2306,100000344,1599784312,0.00,0.00,30.01,31.61,0.00,0.00,20.62,22.03,35.00,40.00,4,10,404,61,1
49,2307,100000344,1599784389,0.00,0.00,30.06,32.11,0.00,0.00,22.20,24.25,45.00,30.00,5,8,481,44,1
50,2308,100000344,1599784474,0.00,0.00,31.80,33.01,0.00,0.00,25.19,26.79,45.00,25.00,6,6,566,61,1
51,2309,100000344,1599784553,0.00,0.00,30.15,34.15,0.00,0.00,22.32,25.29,50.00,20.00,7,3,645,60,1
52,2757,100000344,1600910934,0.00,0.00,9.16,10.12,0.00,0.00,7.25,7.87,15.00,70.00,1,20,137,44,1
53,2758,100000344,1600911068,0.00,0.00,10.60,8.84,0.00,0.00,8.24,6.79,15.00,70.00,2,14,270,67,1
54,2759,100000344,1600911139,0.00,0.00,10.20,8.92,0.00,0.00,8.10,6.94,15.00,70.00,3,14,342,5,1
55,2760,100000344,1600911252,0.00,0.00,15.99,17.35,0.00,0.00,10.29,10.81,20.00,70.00,4,15,455,58,1
56,2810,100000344,1600995207,0.00,0.00,8.60,8.93,0.00,0.00,5.64,5.51,10.00,70.00,2,30,102,7,2
57,2811,100000344,1600995348,0.00,0.00,12.17,14.01,0.00,0.00,8.21,7.92,15.00,70.00,3,21,243,105,2
58,2812,100000344,1600995410,0.00,0.00,13.94,16.38,0.00,0.00,9.68,9.95,20.00,70.00,4,13,305,31,2
59,2813,100000344,1600995532,0.00,0.00,12.64,15.03,0.00,0.00,9.03,9.21,17.00,70.00,5,16,427,94,2
60,2814,100000344,1600995675,0.00,0.00,13.04,12.07,0.00,0.00,8.49,7.93,15.00,70.00,1,20,135,102,2
61,2907,100000344,1601337622,0.00,0.00,13.51,14.11,0.00,0.00,9.82,10.09,20.00,70.00,1,20,97,49,1
62,2908,100000344,1601337762,0.00,0.00,16.17,17.67,0.00,0.00,11.83,12.70,25.00,70.00,2,30,237,76,1
63,2909,100000344,1601337913,0.00,0.00,19.94,19.44,0.00,0.00,15.13,14.43,30.00,70.00,3,30,388,77,1
64,3547,100000344,1602285790,0.00,0.00,13.03,13.20,0.00,0.00,9.98,9.99,20.00,60.00,1,30,130,53,1
65,3548,100000344,1602285938,0.00,0.00,14.22,14.32,0.00,0.00,11.08,11.11,23.00,60.00,2,31,278,74,1
66,3549,100000344,1602286097,0.00,0.00,15.55,16.33,0.00,0.00,12.38,12.38,25.00,60.00,3,30,436,85,1
67,4610,100000344,1603407885,0.00,0.00,27.22,27.87,0.00,0.00,13.29,13.58,10.00,40.00,1,34,226,158,1
68,4611,100000344,1603408136,0.00,0.00,20.67,21.54,0.00,0.00,12.00,12.39,15.00,50.00,2,6,476,234,1
69,4612,100000344,1603408377,0.00,0.00,19.89,21.62,0.00,0.00,11.62,12.46,20.00,60.00,3,21,717,210,1
70,4613,100000344,1603408616,0.00,0.00,23.77,24.11,0.00,0.00,13.27,13.15,25.00,70.00,4,41,957,171,1
71,4614,100000344,1603408865,0.00,0.00,13.51,12.71,0.00,0.00,8.33,7.90,15.00,70.00,1,27,108,68,2
72,4615,100000344,1603408971,0.00,0.00,18.90,14.55,0.00,0.00,10.25,9.95,20.00,70.00,2,20,215,68,2
73,4616,100000344,1603409107,0.00,0.00,3.96,12.34,0.00,0.00,1.56,6.92,22.00,70.00,3,3,351,121,2
74,4617,100000344,1603409146,0.00,0.00,16.13,15.95,0.00,0.00,10.83,10.88,22.00,70.00,4,13,389,8,2
75,4618,100000344,1603409179,0.00,0.00,0.67,14.56,0.00,0.00,-2.25,13.24,10.00,40.00,1,1,11,5,5
76,4619,100000344,1603409203,0.00,0.00,15.44,14.70,0.00,0.00,7.31,8.32,10.00,40.00,2,2,34,12,5
77,4620,100000344,1603409267,0.00,0.00,9.57,10.15,0.00,0.00,4.46,4.97,10.00,40.00,3,21,99,6,5
78,4621,100000344,1603409370,0.00,0.00,5.96,5.84,0.00,0.00,3.55,3.42,15.00,40.00,1,22,84,21,5
79,4622,100000344,1603409522,0.00,0.00,11.55,10.82,0.00,0.00,5.99,5.80,20.00,70.00,2,4,235,113,5
80,5110,100000344,1603935666,0.00,0.00,15.95,15.93,0.00,0.00,12.42,12.41,25.00,70.00,1,30,111,44,1
81,5111,100000344,1603935877,894.00,894.00,0.00,0.00,415.62,415.30,17.15,17.02,35.00,0.00,1,20,132,90,1
82,5112,100000344,1603936029,920.00,920.00,0.00,0.00,430.58,430.23,17.41,20.80,40.00,0.00,2,12,283,125,1
83,5113,100000344,1603936180,777.00,777.00,0.00,0.00,342.12,342.16,18.68,23.63,45.00,0.00,3,10,435,125,1
84,5114,100000344,1603936319,704.00,705.00,0.00,0.00,229.36,229.30,20.74,23.79,50.00,0.00,4,5,574,120,1
85,5115,100000344,1603936481,681.00,681.00,0.00,0.00,359.50,359.21,9.66,10.00,20.00,0.00,5,20,735,120,1
86,5316,100000344,1604444723,0.00,0.00,11.59,10.43,0.00,0.00,6.11,5.86,10.00,40.00,1,20,81,23,1
87,14071,100000344,1616148747,674.00,674.00,0.00,0.00,325.55,325.19,5.13,4.95,10.00,0.00,1,36,380,312,1
88,14072,100000344,1616149062,667.00,666.00,0.00,0.00,349.06,348.54,7.98,7.11,15.00,0.00,2,30,696,268,1
89,14117,100000344,1616213438,796.00,796.00,0.00,0.00,364.56,364.16,10.16,9.51,20.00,0.00,1,15,69,35,1
90,14118,100000344,1616213502,708.00,708.00,0.00,0.00,349.10,348.67,10.30,9.31,20.00,0.00,2,15,133,30,1
91,14119,100000344,1616213577,578.00,578.00,0.00,0.00,280.37,279.89,9.88,9.97,20.00,0.00,3,22,208,32,1
92,14120,100000344,1616213657,653.00,653.00,0.00,0.00,286.00,285.60,7.54,7.49,15.00,0.00,4,24,288,30,1
93,14164,100000344,1616380351,579.00,579.00,0.00,0.00,245.02,244.74,9.79,10.15,20.00,0.00,1,35,147,45,1
94,14165,100000344,1616380471,587.00,586.00,0.00,0.00,264.89,264.59,12.27,12.41,25.00,0.00,2,28,268,48,1
95,14342,100000344,1616539573,544.00,544.00,0.00,0.00,252.60,252.20,7.38,7.69,15.00,0.00,1,25,96,35,1
96,14344,100000344,1616539653,589.00,589.00,0.00,0.00,261.54,261.26,14.51,14.62,30.00,0.00,2,15,175,38,1
97,14703,100000344,1616975041,0.00,0.00,7.54,6.51,0.00,0.00,5.61,4.42,10.00,70.00,1,15,59,19,1
98,14704,100000344,1616975097,0.00,0.00,16.10,15.57,0.00,0.00,10.21,9.50,20.00,70.00,2,15,115,20,1
99,14705,100000344,1616975170,0.00,0.00,20.07,23.71,0.00,0.00,12.98,15.74,30.00,70.00,3,10,188,51,1
100,14706,100000344,1616975389,173.00,172.00,0.00,0.00,95.88,95.63,4.78,5.19,35.00,0.00,1,1,71,63,1
101,14707,100000344,1616975403,238.00,238.00,0.00,0.00,151.82,151.65,10.81,12.76,35.00,0.00,2,1,85,4,1
102,14708,100000344,1616975438,762.00,761.00,0.00,0.00,362.05,361.58,16.25,17.36,35.00,0.00,3,12,120,8,1
103,14709,100000344,1616975529,599.00,599.00,0.00,0.00,298.56,298.30,10.73,12.18,23.00,0.00,4,24,211,37,1
104,15038,100000344,1617244083,0.00,0.00,9.99,11.65,0.00,0.00,7.07,8.01,15.00,70.00,1,29,81,22,1
105,15039,100000344,1617244177,0.00,0.00,12.15,13.74,0.00,0.00,8.52,9.17,17.00,70.00,2,26,175,44,1
106,15041,100000344,1617244314,0.00,0.00,13.52,13.08,0.00,0.00,9.33,9.51,19.00,70.00,3,18,312,95,1
107,15135,100000344,1617320094,0.00,0.00,9.86,9.72,0.00,0.00,7.59,7.37,15.00,70.00,1,10,62,34,1
108,15136,100000344,1617320173,0.00,0.00,11.95,12.82,0.00,0.00,8.89,9.17,18.00,70.00,2,26,141,18,1
109,15137,100000344,1617320248,0.00,0.00,13.24,14.42,0.00,0.00,10.27,10.60,21.00,70.00,3,21,217,23,1
110,15234,100000344,1617492251,0.00,0.00,10.66,10.33,0.00,0.00,7.70,7.25,15.00,70.00,1,20,60,22,1
111,15235,100000344,1617492288,0.00,0.00,15.64,15.42,0.00,0.00,11.22,11.26,25.00,70.00,2,4,97,23,1
112,15236,100000344,1617492330,0.00,0.00,18.38,18.34,0.00,0.00,13.18,13.13,30.00,70.00,3,4,139,28,1
113,15237,100000344,1617492363,0.00,0.00,21.25,20.89,0.00,0.00,15.31,15.09,35.00,70.00,4,4,172,19,1
114,15238,100000344,1617492395,0.00,0.00,24.90,23.82,0.00,0.00,17.15,16.38,40.00,70.00,5,4,204,19,1
115,15239,100000344,1617492433,0.00,0.00,27.36,25.64,0.00,0.00,18.51,18.16,45.00,70.00,6,4,242,25,1
116,15594,100000344,1617923527,888.00,889.00,0.00,0.00,457.21,456.72,6.91,8.10,15.00,0.00,1,20,60,25,1
117,15595,100000344,1617923574,816.00,817.00,0.00,0.00,384.11,383.81,7.22,7.85,15.00,0.00,2,21,107,7,1
118,15596,100000344,1617923909,697.00,697.00,0.00,0.00,370.79,370.53,7.23,7.75,15.00,0.00,3,30,442,284,1
119,15752,100000344,1618272440,869.00,869.00,0.00,0.00,453.34,453.03,4.57,4.62,10.00,0.00,1,5,41,29,1
120,15753,100000344,1618272510,855.00,854.00,0.00,0.00,434.36,434.07,7.30,7.68,15.00,0.00,2,40,111,13,1
121,15754,100000344,1618272562,827.00,827.00,0.00,0.00,433.02,432.62,8.87,10.55,20.00,0.00,3,21,164,20,1
122,15755,100000344,1618272634,637.00,637.00,0.00,0.00,347.95,347.48,14.61,14.28,30.00,0.00,4,16,235,44,1
123,15756,100000344,1618272702,233.00,234.00,0.00,0.00,125.05,125.36,11.12,10.68,40.00,0.00,5,1,303,59,1
124,15757,100000344,1618272733,561.00,561.00,0.00,0.00,273.52,273.36,17.11,20.31,40.00,0.00,6,11,335,9,1
125,16199,100000344,1618991300,0.00,0.00,38.47,41.15,0.00,0.00,21.29,22.33,13.00,35.00,1,11,47,20,1
126,16200,100000344,1618991354,0.00,0.00,19.59,22.50,0.00,0.00,11.30,12.81,13.00,35.00,2,20,101,5,1
127,16201,100000344,1618991463,0.00,0.00,18.84,21.36,0.00,0.00,10.55,12.05,15.00,40.00,3,20,210,61,1
128,17226,100000344,1620443869,0.00,0.00,10.74,12.05,0.00,0.00,8.06,7.85,15.00,50.00,1,20,65,24,1
129,17227,100000344,1620443952,0.00,0.00,9.55,11.02,0.00,0.00,7.06,7.96,15.00,70.00,2,20,148,44,1
130,18095,100000344,1621397564,1002.00,1002.00,0.00,0.00,531.21,530.98,10.15,9.80,20.00,0.00,1,20,52,14,2
131,18096,100000344,1621397726,1003.00,1004.00,0.00,0.00,684.62,684.47,9.28,8.79,17.00,0.00,2,20,214,130,2
132,18097,100000344,1621397894,1003.00,1003.00,0.00,0.00,705.80,705.50,9.07,8.89,17.00,0.00,3,20,382,132,2
133,18442,100000344,1621848970,674.00,674.00,0.00,0.00,339.62,339.38,11.31,13.47,25.00,0.00,1,30,183,131,1
134,18443,100000344,1621849003,703.00,702.00,0.00,0.00,378.50,378.37,12.01,11.61,25.00,0.00,2,7,216,13,1
135,19339,100000344,1622631883,731.00,730.00,0.00,0.00,365.68,365.25,4.98,5.10,10.00,0.00,1,35,83,25,1
136,19341,100000344,1622631957,715.00,715.00,0.00,0.00,273.41,273.08,5.14,4.94,10.00,0.00,2,35,157,6,1
137,19659,100000344,1622869505,0.00,0.00,14.69,13.69,0.00,0.00,9.96,9.03,10.00,30.00,1,6,32,16,1
138,19660,100000344,1622869541,0.00,0.00,7.36,7.31,0.00,0.00,5.53,5.19,10.00,30.00,2,12,68,6,1
139,19661,100000344,1622869573,0.00,0.00,10.19,10.11,0.00,0.00,7.00,6.40,10.00,30.00,3,10,100,11,1
140,20129,100000344,1623395201,695.00,695.00,0.00,0.00,297.83,297.51,4.90,5.15,10.00,0.00,1,41,108,34,1
141,20807,100000344,1624081630,803.00,803.00,0.00,0.00,357.88,357.50,7.81,7.34,15.00,0.00,1,25,58,13,1
142,20808,100000344,1624081694,707.00,706.00,0.00,0.00,378.08,377.76,9.92,9.93,20.00,0.00,2,17,122,32,1
143,20934,100000344,1624355197,684.00,684.00,0.00,0.00,356.54,356.22,7.78,7.28,15.00,0.00,1,20,87,47,1
144,20935,100000344,1624355284,646.00,646.00,0.00,0.00,349.04,348.63,10.02,9.62,20.00,0.00,2,16,173,53,1
145,21218,100000344,1624581442,606.00,605.00,0.00,0.00,310.41,310.06,5.10,4.92,10.00,0.00,1,25,284,242,1
146,21219,100000344,1624581506,584.00,583.00,0.00,0.00,301.37,300.95,7.32,7.81,15.00,0.00,2,21,349,28,1
147,21220,100000344,1624581570,405.00,405.00,0.00,0.00,198.22,197.84,9.62,10.01,20.00,0.00,3,12,412,39,1
148,21381,100000344,1624872397,615.00,615.00,0.00,0.00,311.74,311.23,6.48,6.60,13.00,0.00,1,33,133,82,1
149,21382,100000344,1624872463,730.00,730.00,0.00,0.00,345.78,345.43,9.79,9.49,20.00,0.00,2,15,199,36,1
150,21383,100000344,1624872534,617.00,616.00,0.00,0.00,327.93,327.46,11.70,12.27,25.00,0.00,3,13,271,48,1
151,21384,100000344,1624872623,0.00,0.00,21.08,21.76,0.00,0.00,14.24,15.09,20.00,20.00,1,12,81,53,1
152,21745,100000344,1625283669,636.00,636.00,0.00,0.00,294.55,294.33,4.93,5.11,10.00,0.00,1,25,208,169,1
153,21746,100000344,1625283865,539.00,539.00,0.00,0.00,259.13,258.90,7.03,7.98,15.00,0.00,2,10,404,175,1
154,21747,100000344,1625283899,611.00,611.00,0.00,0.00,325.97,325.48,6.74,8.24,15.00,0.00,3,11,438,13,1
155,22168,100000344,1625877770,497.00,498.00,0.00,0.00,244.49,244.10,9.82,11.24,21.00,0.00,1,43,121,67,1
156,22169,100000344,1625877873,538.00,538.00,0.00,0.00,250.35,249.96,4.75,5.38,10.00,0.00,2,42,224,47,1
157,22582,100000344,1626421350,605.00,605.00,0.00,0.00,312.31,311.89,4.97,4.98,10.00,0.00,1,42,99,49,1
158,23145,100000344,1627195466,630.00,631.00,0.00,0.00,264.57,264.14,5.47,4.64,10.00,0.00,1,90,309,203,1
159,23486,100000344,1627706186,0.00,0.00,23.05,24.23,0.00,0.00,11.73,11.94,10.00,40.00,1,6,30,7,1
160,23487,100000344,1627706231,0.00,0.00,10.24,9.26,0.00,0.00,5.62,5.01,10.00,40.00,2,3,75,34,1
161,23488,100000344,1627706291,0.00,0.00,8.60,8.52,0.00,0.00,5.54,5.07,10.00,40.00,3,14,135,17,1
162,23489,100000344,1627706381,0.00,0.00,7.48,7.86,0.00,0.00,5.35,5.32,10.00,40.00,4,20,225,51,1
163,23490,100000344,1627706413,0.00,0.00,18.58,15.94,0.00,0.00,11.29,10.63,10.00,40.00,1,3,23,12,2
164,23491,100000344,1627706463,0.00,0.00,9.25,8.82,0.00,0.00,5.93,6.10,10.00,60.00,2,15,73,20,2
165,23492,100000344,1627706500,0.00,0.00,8.83,8.59,0.00,0.00,6.41,6.11,10.00,60.00,3,15,110,7,2
166,23883,100000344,1628649258,0.00,0.00,9.72,10.15,0.00,0.00,6.06,5.97,10.00,70.00,1,15,48,16,2
167,23884,100000344,1628649330,949.00,826.00,0.00,0.00,516.62,498.82,9.93,10.09,20.00,0.00,1,21,45,9,2
168,27328,100000344,1634527405,1004.00,1004.00,0.00,0.00,451.71,451.62,8.19,4.56,10.00,0.00,1,6,92,69,3
169,27329,100000344,1634527437,999.00,998.00,0.00,0.00,462.77,462.62,5.43,4.82,10.00,0.00,2,5,124,20,3
170,27330,100000344,1634527531,608.00,606.00,0.00,0.00,360.00,359.50,5.27,4.78,10.00,0.00,1,2,35,26,6
171,27331,100000344,1634527631,1001.00,1002.00,0.00,0.00,450.49,450.24,4.79,4.99,10.00,0.00,1,4,29,17,2
172,27332,100000344,1634527770,565.00,564.00,0.00,0.00,260.56,260.52,5.40,4.91,10.00,0.00,1,3,56,44,1
173,27666,100000344,1634881435,603.00,560.00,0.00,0.00,230.43,228.14,11.92,11.87,25.00,0.00,1,15,78,28,1
174,27667,100000344,1634881517,551.00,590.00,0.00,0.00,244.24,233.63,16.29,15.92,35.00,0.00,2,13,161,42,1
175,27668,100000344,1634881611,0.00,0.00,18.21,17.48,0.00,0.00,10.20,10.24,15.00,35.00,1,12,83,45,1
176,27767,100000344,1634947507,733.00,733.00,0.00,0.00,353.12,352.81,4.86,4.94,10.00,0.00,1,30,75,9,1
177,27768,100000344,1634947628,726.00,726.00,0.00,0.00,369.57,369.13,7.68,7.06,15.00,0.00,2,20,197,78,1
178,37553,100000344,1648689587,640.00,639.00,0.00,0.00,281.40,281.10,4.89,5.32,10.00,0.00,2,7,42,7,2
179,37554,100000344,1648689663,1001.00,1002.00,0.00,0.00,575.47,575.28,4.86,5.05,10.00,0.00,3,30,119,23,2
180,37555,100000344,1648689764,1000.00,1001.00,0.00,0.00,561.09,560.92,6.56,6.45,13.00,0.00,5,30,220,34,2
181,37556,100000344,1648689854,1001.00,1001.00,0.00,0.00,448.08,447.88,7.22,7.40,15.00,0.00,6,25,309,44,2
182,38742,100000344,1650279183,602.00,602.00,0.00,0.00,299.79,299.63,9.47,10.28,20.00,0.00,2,15,61,4,1
183,38743,100000344,1650279246,0.00,0.00,26.04,25.48,0.00,0.00,17.81,17.31,25.00,25.00,1,15,57,14,1
184,38744,100000344,1650279311,0.00,0.00,29.12,29.70,0.00,0.00,22.84,23.08,20.00,20.00,1,24,57,21,1
185,42152,100000344,1653894617,682.00,682.00,0.00,0.00,259.74,259.49,6.16,5.82,12.00,0.00,1,13,46,14,4
